source_url,name,short_description,description,price,stock,brand,category_id,category_name,image_url,flavor_enabled,flavors
https://vaporcentrovm.com.ar/producto/descartable-mr-nic-15-000-puffs/,Descartable Mr Nic 15.000 Puffs,"Vaper LED con Pantalla Circular – Innovación y Estilo en Cada Calada 💨 Este vaper de diseño futurista incluye una pantalla LED con luz que se mueve en forma circular mientras vapeas, creando una experiencia visual única. Con 16 ml de líquido, una batería recargable de 600 mAh y carga rápida tipo C, disfrutarás de un vapeo potente y duradero. ✨ Características principales: ✔️ 💨 16 ml de líquido para una experiencia prolongada ✔️ 🔋 Batería recargable de 600 mAh con carga rápida tipo C ✔️ 🌟 Pantalla LED con luz circular que se mueve al vapear ✔️ ⚡ Activación automática para mayor comodidad ✔️ 🎨 Diseño moderno y elegante ⚠️ Contiene nicotina. Solo para adultos. ¡Vapea con responsabilidad!","Peso N/D Dimensiones N/D Sabor: CALIFORNIA CHERRY , BLUEBERRY ICE , GRAPE BLOW , RED ENERGY ICE , HONEY WATERMELON PASSION FRUIT",16000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/mr_nic_15k.jpg,True,CALIFORNIA CHERRY|BLUEBERRY ICE|GRAPE BLOW|RED ENERGY ICE|HONEY WATERMELON PASSION FRUIT
https://vaporcentrovm.com.ar/producto/descartable-pyne-pod-8500-puffs/,Descartable Pyne Pod 8500 Puffs,"Pyne Pod Boost 8500 | La Fusión Perfecta entre Pod y Vape Desechable 🔥 Innovación y control total – El Pyne Pod Boost 8500 combina lo mejor de un kit pod con la facilidad de un vape desechable, ofreciendo una experiencia de vapeo personalizable. ⚡ Modo de potencia dual – Ajusta el vataje a tu preferencia con su botón único de control: ✅ Modo Bajo: Para una calada más suave y prolongada. 🚀 Modo Alto: Potencia extra para un golpe más intenso. 📊 Pantalla integrada – Monitorea fácilmente el nivel de batería y e-líquido en todo momento. 💨 Sabor puro y vapor denso – Gracias a su bobina de malla integrada, ofrece una producción de vapor constante y un sabor más intenso. 🔋 Batería recargable de 550mAh – Mayor autonomía con carga rápida USB Tipo-C para una experiencia sin interrupciones. 💨 Hasta 8,500 caladas – Rendimiento prolongado sin necesidad de recargar líquido o cambiar resistencias. ⚠️ Importante: Producto desechable, no cuenta con garantía y es exclusivo para mayores de 18 años. 🎯 Pyne Pod Boost 8500: La revolución del vapeo en tus manos.","Peso N/D Dimensiones N/D Sabor: STRAWBERRY WATERMELON , BLUEBERRY RASPBERRY , SAKURA GRAPE , WATERMELON ICE , STRAWBERRY BANANA , BLUEBERRY COTTON CANDY",16000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/pyne_pod_8500.jpg,True,STRAWBERRY WATERMELON|BLUEBERRY RASPBERRY|SAKURA GRAPE|WATERMELON ICE|STRAWBERRY BANANA|BLUEBERRY COTTON CANDY
https://vaporcentrovm.com.ar/producto/descartable-the-black-sheep-dual-tank-20-000-puffs/,Descartable The Black Sheep Dual Tank 20.000 Puffs,"The Black Sheep 20K Puffs DUAL TANK | Vape Recargable con Doble Sabor 🌟 Doble tanque, doble sabor – Disfruta de dos sabores en un mismo vape, eligiendo entre ellos para una experiencia única. 🔋 Batería de 1200 mAh – Potencia duradera con indicador LED de estado de batería. 💨 Hasta 20.000 caladas – Alto rendimiento con 5% de nicotina (50 mg) para una experiencia intensa. ⚡ Recargable y práctico – Con entrada USB Tipo-C en la parte superior. Solo se recarga la batería, no la esencia. ⚠️ Importante: Este producto es de un solo uso, no cuenta con garantía y está dirigido exclusivamente a mayores de 18 años.","Peso N/D Dimensiones N/D Sabor: WATERMELON BUBBLEGUM/MANGO PEACH WATERMELON , FRESH MINT/GRAPE , CHERRY RASPBERRY/WATERMELON STRAWBERRY , BLUE BERRY/BLUE RAZZ LEMONADE",30000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/the_black_sheep_20k.jpg,True,WATERMELON BUBBLEGUM|MANGO PEACH WATERMELON|FRESH MINT|GRAPE|CHERRY RASPBERRY|WATERMELON STRAWBERRY|BLUE BERRY|BLUE RAZZ LEMONADE
https://vaporcentrovm.com.ar/producto/%f0%9f%92%a8-elfbar-trio-%f0%9f%94%8b-potencia-diseno-y-autonomia/,"💨 Elfbar TRIO 🔋 Potencia, Diseño y Autonomía","🔥 Elfbar TRIO 💨 Descubrí 3 sabores premium: Pomegranate Blast, Pineapple Lime y Strawberry Orange Lime 🚀 Solo en Vapor Centro VM","El nuevo Elfbar TRIO 💨 llega a Vapor Centro VM con una propuesta única para los amantes del vapeo: tres sabores innovadores en un solo dispositivo. Pomegranate Blast 🍇💥: una explosión intensa de granada dulce y fresca. Pineapple Lime 🍍🍋: la combinación tropical perfecta, refrescante y vibrante. Strawberry Orange Lime 🍓🍊🍋: un mix frutal cítrico que equilibra dulzura y acidez. Con un diseño moderno, excelente autonomía y calidad garantizada, el Elfbar TRIO redefine la experiencia de vapeo. 🚀 En Vapor Centro VM , líderes en Argentina en descartables originales e importados, encontrás la mejor variedad, precios competitivos y la seguridad de comprar siempre productos auténticos.",30000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/08/elfbar-trio-raspberry-watermelon-40000-puffs-5-nicotina-3541601_1024x.webp,True,POMEGRANATE BLAST|PINEAPPLE LIME|STRAWBERRY ORANGE LIME
https://vaporcentrovm.com.ar/producto/pod-descartable-oxbar-10-000-puffs/,Pod descartable Oxbar 10.000 Puffs,"Oxbar 10,000 Puffs – Vape Descartable de Larga Duración 🔥 Disfruta de una experiencia de vapeo duradera con el Oxbar 10,000 Puffs, un pod desechable que ofrece 10,000 puffs para un sabor fresco y consistente en cada calada. Con un diseño compacto y fácil de usar, es perfecto para quienes buscan conveniencia y calidad sin complicaciones. ✨ Características principales: ✔️ 💨 10,000 puffs para un vapeo prolongado ✔️ 🔋 Batería de larga duración ✔️ ⚡ Activación automática al inhalar ✔️ 🎨 Diseño compacto y portátil ✔️ 🍓 Sabores intensos y agradables ⚠️ Contiene nicotina. Solo para adultos. ¡Vapea con responsabilidad!","Peso N/D Dimensiones N/D Sabor: Cool Mint , Raspberry Peneapple Ice , Strawberry Kiwi Ice , Watermelon Ice , Triple Mango , Mango Watermelon Ice",27000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/oxbar_10k.jpg,True,Cool Mint|Raspberry Peneapple Ice|Strawberry Kiwi Ice|Watermelon Ice|Triple Mango|Mango Watermelon Ice
https://vaporcentrovm.com.ar/producto/descartable-zomo-party-4-500-puffs/,Descartable Zomo Party 4.500 Puffs,"Zomo Party 4,500 Puffs | Sabor y Diversión en Cada Calada 🎉 Vapea con estilo – El Zomo Party 4,500 Puffs es un vape desechable diseñado para quienes buscan intensidad y comodidad en un solo dispositivo. 💨 Hasta 4,500 caladas – Disfruta de un rendimiento prolongado sin necesidad de recargar ni cambiar resistencias. 🔥 Sabor puro y consistente – Equipado con tecnología de alto rendimiento para garantizar cada bocanada llena de intensidad. 🔋 Batería optimizada – Listo para usar desde el primer momento, sin complicaciones ni mantenimiento. ⚠️ Importante: Producto desechable, no cuenta con garantía y es exclusivo para mayores de 18 años. 🎯 Zomo Party 4,500: La mejor combinación de sabor y practicidad","Peso N/D Dimensiones N/D Sabor: BLUE RAZZ ICE , GRAPE , CHERRY , BANANA ICE , ORANGE , TROPICAL AMAZON , SWISS ALPS , WATERMELON MINT",15000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/zomo_party_4500.jpg,True,BLUE RAZZ ICE|GRAPE|CHERRY|BANANA ICE|ORANGE|TROPICAL AMAZON|SWISS ALPS|WATERMELON MINT
https://vaporcentrovm.com.ar/producto/elfbar-bc-15k/,Elfbar BC 15K,"🔋 Batería de larga duración: Equipada con una batería de alta capacidad que garantiza el máximo rendimiento durante toda la vida útil del dispositivo. 💨 15.000 caladas: Diseñado para ofrecer una experiencia de vapeo prolongada, ideal para quienes desean evitar recargas frecuentes. 🌈 Variedad de sabores: Disponible en múltiples sabores frutales y mentolados para satisfacer todos los gustos. 🖐️ Diseño ergonómico: Su forma compacta y ligera facilita el transporte y el uso diario. ✅ Listo para usar: No requiere configuración ni mantenimiento; simplemente desempaquetá y comenzá a vapear.","El Elfbar BC 15K es un vape desechable de última generación que ofrece hasta 15.000 caladas , ideal para usuarios que buscan una experiencia de vapeo prolongada sin la necesidad de recargas o mantenimiento. Con un diseño ergonómico y compacto, este dispositivo combina estilo y funcionalidad, proporcionando un sabor intenso y una producción de vapor consistente desde la primera hasta la última calada. ¿Cuánto dura el Elfbar BC 15K? ✔️ Ofrece hasta 15.000 caladas , lo que equivale a varios días o semanas de uso, dependiendo de la frecuencia de vapeo. 📌 ¿Es recargable o reutilizable? ❌ No, el Elfbar BC 15K es un dispositivo desechable y no está diseñado para recargarse ni reutilizarse. 📌 ¿Qué tipo de líquido contiene? ✔️ Utiliza e-líquido con sales de nicotina , proporcionando una absorción rápida y un golpe de garganta suave. 📌 ¿Está disponible en diferentes sabores? ✔️ Sí, el Elfbar BC 15K se ofrece en una amplia gama de sabores, incluyendo frutas, mentolados y mezclas exóticas.",22000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/04/m-elfbar-bc-15k-elf-love.jpg,True,STRAWBERRY KIWI|ELF LOVE|PEAR WATERMELON DRAGONFRUIT|SAKURA GRAPE|MIAMI MINT|TRIPLE BERRY ICE|WATERMELON ICE|STRAWBERRY ICE
https://vaporcentrovm.com.ar/producto/elfbar-te-30k/,ELFBAR TE 30K,🔥 ELFBAR TE 30K – 30.000 PUFF 🔥 | ¡Llevá tu experiencia de vapeo al siguiente nivel! 🚀 Disfrutá de sabores intensos y duraderos en cada pitada 😍 con un diseño elegante y ergonómico. 💨 ¡30.000 bocanadas de pura satisfacción! ¿Listo para transformar tu rutina? ⚡✨ #VapeoPremium #ELFBARTE30K,"Sabor: BLUEBERRY SOUR RASPBERRY , BUBBALOO GRAPE , MIAMI MINT , CHERRY STRAZZ , STRAWBERRY ICE , BUBBALOO TUTTI FRUTTI",17000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/d89a1a9a05d789b9f4bb8da705681a9302f4af506ef2d57edc7a784fa0ccc04a268029.jpg,True,BLUEBERRY SOUR RASPBERRY|BUBBALOO GRAPE|MIAMI MINT|CHERRY STRAZZ|STRAWBERRY ICE|BUBBALOO TUTTI FRUTTI
https://vaporcentrovm.com.ar/producto/frosty-mega-hd-screen-25k/,FROSTY Mega HD SCREEN 25K,Pantalla de alta definición con calidad superior.,"Descubrí la potencia visual del FROSTY Mega HD SCREEN 25K , una pantalla de última generación que ofrece resolución ultra HD, colores vivos y una experiencia inmersiva incomparable. Ideal para gaming, diseño gráfico o entretenimiento en máxima calidad. Tecnología avanzada en cada detalle.",65000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/05/frosty-banana-ice.png,True,ICY MINT|GRAPE ICE|STRAWBERRY KIWI ICE|PASSION FRUIT KIWI|GREEN APPLE ICE|WATERMELON ICE|STRAWBERRY WATERMELON
https://vaporcentrovm.com.ar/producto/hqd-bang-5000-puffs/,HQD Bang 5000 Puffs,"HQD Bang 5000 Puffs – Sabor y Potencia en Cada Calada Descubre el HQD Bang 5000 Puffs , un pod desechable diseñado para brindar una experiencia de vapeo única y duradera. Con 2% de nicotina (20mg) y una batería potente, este dispositivo ofrece un golpe de garganta suave pero satisfactorio, ideal para disfrutar de tus sabores favoritos por más tiempo. ✅ Hasta 5000 puffs para un vapeo prolongado. ✅ 2% de nicotina (20mg) para una experiencia equilibrada. ✅ Diseño compacto y ergonómico , fácil de llevar a cualquier lugar. ✅ Operación automática sin botones, solo inhala y disfruta. ¡El HQD Bang 5000 es la opción perfecta para quienes buscan comodidad, sabor y rendimiento en un solo dispositivo! 🔥💨","Sabor: STRAWBERRY KIWI , GRAPE , BLUEBERRY MINT , BUBBLE GUM , STRAWBERRY MANGO , MIXED BERRIES , MANGO ICE",17000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-28-at-16.06.56.jpeg,True,STRAWBERRY KIWI|GRAPE|BLUEBERRY MINT|BUBBLE GUM|STRAWBERRY MANGO|MIXED BERRIES|MANGO ICE
